,Trxn_date,Trxn_id,Customer_id,Merchant_id,Price
28809,11/14/2016,519034,1247,116,11481
28810,11/23/2016,140475,1848,137,44703
28811,11/24/2017,627364,1008,129,2118
28812,10/28/2017,677734,1897,102,34782
28813,2/14/2016,325697,1299,114,48861
28814,12/11/2015,335555,1197,142,44624
28815,12/8/2015,241736,1322,141,39781
28816,8/16/2016,484859,1975,125,18453
28817,11/26/2016,288328,1329,129,48879
28818,8/3/2016,921708,1450,120,22993
28819,8/1/2016,301890,1110,116,10862
28820,12/17/2017,728659,1578,133,16815
28821,8/30/2018,774000,1309,115,37204
28822,8/20/2018,529260,1377,150,47644
28823,10/25/2016,941859,1710,116,29481
28824,10/17/2016,537525,1244,119,49085
28825,11/1/2017,180182,1112,138,40795
28826,10/18/2016,921105,1073,140,32687
28827,1/30/2017,488259,1418,103,29545
28828,3/5/2016,558135,1057,131,34803
28829,9/20/2018,262682,1323,122,12560
28830,2/7/2017,415965,1632,143,21606
28831,3/6/2018,143296,1081,150,43093
28832,3/31/2017,223114,1426,148,5472
28833,10/15/2015,546793,1289,131,4486
28834,5/30/2016,807132,1689,108,27260
28835,4/1/2016,978303,1331,120,39341
28836,5/25/2016,749673,1298,140,5311
28837,6/9/2018,919347,1112,123,29810
28838,2/11/2018,596445,1420,102,29899
28839,12/8/2016,457120,1039,122,8223
28840,11/18/2017,374741,1743,141,14125
28841,7/8/2018,764298,1102,144,41582
28842,9/29/2017,413797,1165,110,29866
28843,2/25/2017,713824,1533,147,37167
28844,8/10/2018,184031,1262,116,38930
28845,2/28/2018,547738,1332,118,1125
28846,7/5/2017,756773,1191,140,42907
28847,7/15/2018,710728,1304,101,4378
28848,4/4/2016,198919,1558,139,1463
28849,1/19/2016,268430,1122,111,28835
28850,8/31/2017,241120,1870,148,46736
28851,7/11/2018,298276,1376,101,25331
28852,2/7/2017,721970,1266,135,42594
28853,9/15/2018,663188,1674,134,11282
28854,8/4/2018,167473,1827,113,26865
28855,4/24/2018,899714,1334,142,42268
28856,2/11/2017,147285,1419,108,43686
28857,4/13/2018,343969,1263,111,44665
28858,3/20/2018,576028,1607,103,32831
28859,8/1/2017,611199,1705,119,34215
28860,10/24/2015,203324,1363,132,13856
28861,4/8/2018,664869,1694,138,34279
28862,5/13/2017,811957,1561,134,21313
28863,4/15/2017,771600,1352,145,9425
28864,7/8/2018,979517,1538,118,46217
28865,11/20/2016,304955,1775,137,37637
28866,10/15/2015,460461,1966,139,4555
28867,7/27/2016,409361,1936,150,16742
28868,11/25/2017,585466,1283,131,26677
28869,7/2/2017,523280,1234,148,9904
28870,9/13/2016,783730,1352,147,1108
28871,2/22/2018,722023,1560,111,1097
28872,7/23/2018,447940,1398,116,9202
28873,1/17/2017,873147,1371,123,13565
28874,4/13/2018,583201,1584,141,18575
28875,4/11/2018,874026,1609,138,45080
28876,9/22/2016,814506,1610,135,8288
28877,9/12/2016,681659,1500,122,11032
28878,9/4/2018,606581,1017,111,33771
28879,10/4/2016,585076,1932,123,40918
28880,4/4/2018,633397,1999,149,43143
28881,11/8/2016,409584,1856,122,18216
28882,2/15/2016,685108,1861,126,13406
28883,5/19/2018,765868,1992,128,21052
28884,8/9/2017,736867,1075,111,48228
28885,4/7/2016,319234,1689,122,23226
28886,6/22/2018,691972,1766,142,5492
28887,12/15/2015,474862,1504,103,20412
28888,12/20/2015,852234,1184,123,12546
28889,1/28/2016,949310,1090,144,29313
28890,5/28/2016,849144,1693,104,25784
28891,11/22/2015,697925,1256,145,24953
28892,7/22/2016,537118,1756,145,28479
28893,12/10/2017,934560,1588,146,522
28894,3/2/2018,306732,1175,105,46831
28895,8/5/2018,347157,1566,114,34845
28896,2/3/2016,755652,1188,132,20405
28897,3/12/2018,339525,1910,111,11654
28898,1/19/2016,208653,1254,101,49013
28899,4/1/2018,993563,1867,123,37547
28900,1/18/2016,230498,1655,112,46084
28901,3/15/2017,690184,1177,132,15019
28902,10/9/2015,631911,1217,111,8316
28903,2/25/2018,338042,1649,101,2567
28904,7/28/2018,578080,1219,104,550
28905,6/28/2017,995226,1675,108,1535
28906,12/28/2015,142603,1577,142,29947
28907,2/29/2016,808137,1917,146,17586
28908,8/5/2017,541934,1484,123,32888
28909,5/12/2017,116262,1761,145,25227
28910,8/10/2016,126810,1696,115,48907
28911,3/16/2018,994762,1919,102,41211
28912,9/4/2018,539258,1841,134,27714
28913,4/17/2016,260641,1010,103,18368
28914,5/8/2016,616693,1752,101,31016
28915,5/9/2016,723929,1445,105,49506
28916,8/29/2018,433401,1182,132,36782
28917,9/28/2016,818045,1638,141,24966
28918,10/14/2015,782670,1272,130,25587
28919,10/4/2017,571172,1436,127,12778
28920,7/11/2017,472865,1761,112,44144
28921,10/25/2016,156597,1438,110,40827
28922,6/2/2018,858615,1228,146,18251
28923,2/25/2018,742734,1689,106,33477
28924,11/26/2015,851443,1407,134,12019
28925,10/27/2015,630071,1916,101,19871
28926,3/5/2017,390417,1647,119,5752
28927,4/22/2017,245036,1511,134,22236
28928,10/29/2017,767823,1370,103,41082
28929,1/19/2016,990893,1647,106,37749
28930,5/28/2018,450047,1738,148,23770
28931,2/28/2017,759005,1859,119,46489
28932,2/16/2017,176998,1952,138,4844
28933,8/21/2016,668643,1631,112,10045
28934,3/1/2018,937427,1265,132,12345
28935,7/6/2016,808670,1439,119,21047
28936,11/30/2016,315005,1455,101,1274
28937,2/13/2016,291557,1208,146,38850
28938,6/13/2018,413216,1234,121,23675
28939,12/6/2017,176071,1796,104,38840
28940,6/21/2016,871445,1940,102,37192
28941,12/24/2017,271546,1009,110,23422
28942,1/22/2018,207562,1774,132,46409
28943,5/11/2016,355101,1160,150,24428
28944,5/21/2017,908340,1621,128,32623
28945,4/13/2017,400941,1538,131,16905
28946,10/9/2017,195882,1102,136,24605
28947,11/2/2017,213146,1157,109,25815
28948,12/29/2017,464906,1714,111,34248
28949,5/27/2018,988584,1886,112,14849
28950,3/3/2016,189025,1831,135,17585
28951,5/15/2018,651182,1100,122,27893
28952,1/23/2018,449617,1065,114,21582
28953,9/4/2018,725488,1633,143,43145
28954,4/7/2018,263935,1994,129,45175
28955,4/20/2017,758692,1871,141,6944
28956,2/21/2017,393579,1296,142,45442
28957,7/13/2018,877721,1351,145,10669
28958,11/26/2015,586026,1271,105,9187
28959,10/10/2016,638790,1359,115,5755
28960,5/12/2017,117872,1466,106,2753
28961,8/22/2017,167460,1977,101,29368
28962,8/17/2018,175997,1524,118,49750
28963,11/24/2015,619438,1390,141,6487
28964,4/26/2017,663144,1784,114,19205
28965,10/11/2015,449182,1187,142,22915
28966,9/10/2018,322273,1700,113,24015
28967,5/13/2016,700508,1241,137,96
28968,8/5/2017,649591,1420,148,41475
28969,11/20/2016,809426,1401,127,40140
28970,8/23/2017,228564,1503,120,36765
28971,11/25/2017,232288,1380,114,24298
28972,5/16/2016,427369,1142,146,41561
28973,6/28/2016,540770,1190,131,47419
28974,5/17/2016,562657,1778,133,31328
28975,6/22/2016,591646,1861,135,41847
28976,7/13/2018,670854,1475,136,3815
28977,4/26/2017,137597,1642,149,1012
28978,3/25/2016,737134,1542,137,47568
28979,2/19/2016,547485,1810,116,32595
28980,11/3/2017,929534,1726,138,42044
28981,7/12/2018,600562,1591,102,39592
28982,1/12/2017,599143,1138,127,30480
28983,8/10/2016,729500,1073,117,21019
28984,2/8/2016,393748,1865,149,26370
28985,3/24/2018,564776,1156,112,15038
28986,10/26/2017,269518,1516,139,31357
28987,1/9/2017,503997,1765,139,7944
28988,8/1/2018,844590,1940,133,14801
28989,10/6/2016,661638,1859,112,33389
28990,11/7/2017,830365,1412,128,16284
28991,10/21/2017,197305,1752,147,6056
28992,8/26/2017,483245,1927,102,25012
28993,9/30/2016,926006,1919,133,22405
28994,3/20/2017,634853,1495,144,33092
28995,2/11/2016,225702,1609,137,35463
28996,7/1/2016,236457,1016,126,23428
28997,2/3/2016,279762,1697,128,32792
28998,8/20/2018,947861,1174,109,43465
28999,12/8/2017,885637,1118,117,1451
29000,6/16/2017,881680,1395,149,16773
29001,3/2/2017,749408,1273,145,3914
29002,3/8/2016,806169,1099,140,14263
29003,9/22/2018,362244,1263,122,3342
29004,11/5/2017,758767,1155,105,15034
29005,11/25/2016,906110,1881,122,22912
29006,5/30/2017,171742,1399,117,7529
29007,3/31/2017,494954,1411,114,40957
29008,1/13/2018,277405,1796,123,27020
29009,6/19/2018,763495,1883,118,2156
29010,10/25/2015,316113,1307,110,32658
29011,4/6/2017,846109,1495,129,3542
29012,7/12/2017,555150,1497,101,34735
29013,4/23/2017,610202,1445,119,33317
29014,2/11/2016,105841,1766,118,1512
29015,1/10/2017,759250,1212,117,32507
29016,12/24/2017,323442,1427,108,41756
29017,3/25/2018,152098,1895,139,42927
29018,4/4/2017,357285,1834,119,11847
29019,9/20/2018,371493,1586,111,41812
29020,11/4/2016,349291,1953,130,19287
29021,10/5/2015,598685,1730,142,42710
29022,1/15/2017,561115,1824,105,49907
29023,10/16/2016,447534,1261,123,31924
29024,4/14/2018,945397,1941,127,40550
29025,5/23/2017,528438,1536,126,23355
29026,7/21/2016,995738,1866,127,20619
29027,9/17/2017,455323,1276,128,13980
29028,4/30/2018,704322,1317,119,23164
29029,9/26/2018,255091,1842,114,9729
29030,7/20/2018,195199,1955,146,17299
29031,10/30/2017,332199,1252,108,9523
29032,7/19/2018,815330,1941,132,18017
29033,5/11/2018,874100,1531,129,17989
29034,3/31/2017,964006,1397,135,11126
29035,7/3/2016,229039,1636,150,21261
29036,6/15/2017,712930,1917,132,18767
29037,9/11/2017,765191,1986,148,3121
29038,7/14/2018,432627,1275,146,26071
29039,3/26/2017,983146,1594,134,13967
29040,7/29/2018,623854,1696,126,12398
29041,7/31/2016,861385,1681,120,26711
29042,4/12/2016,910056,1568,106,12888
29043,12/26/2015,190004,1771,110,20776
29044,12/5/2015,569926,1238,106,21818
29045,8/26/2016,476093,1416,113,28446
29046,7/5/2016,865855,1370,102,13801
29047,8/25/2018,354258,1993,140,46777
29048,6/17/2016,478553,1887,128,3061
29049,11/16/2016,447746,1541,118,47755
29050,9/12/2017,952226,1356,139,16412
29051,9/26/2016,308257,1814,109,5493
29052,10/5/2017,462929,1869,119,17236
29053,7/11/2017,421708,1190,125,24892
29054,7/15/2018,167897,1976,121,1831
29055,2/25/2018,380792,1899,123,3400
29056,12/26/2017,994500,1349,117,28491
29057,10/31/2017,353368,1452,129,49614
29058,2/5/2016,392139,1529,131,13071
29059,4/3/2018,376622,1849,114,35196
29060,12/17/2017,829051,1938,121,14772
29061,4/1/2018,579927,1761,106,31776
29062,6/8/2018,386340,1611,113,7266
29063,3/7/2017,401061,1212,134,23252
29064,1/28/2016,358120,1108,107,48323
29065,12/19/2017,236098,1601,103,21435
29066,10/30/2017,836553,1399,111,22076
29067,8/1/2018,311581,1079,117,20983
29068,1/18/2018,122712,1010,112,23786
29069,10/28/2015,612508,1134,136,49068
29070,6/5/2016,424162,1008,126,38439
29071,2/25/2016,911304,1371,144,20586
29072,3/17/2018,252384,1389,114,11286
29073,9/3/2018,945702,1707,121,29274
29074,2/2/2016,286553,1825,102,11899
29075,11/10/2016,395040,1495,150,12899
29076,12/12/2017,404955,1802,111,22456
29077,1/2/2017,506102,1900,118,42794
29078,7/18/2018,756885,1675,139,47310
29079,9/26/2016,981125,1651,141,4122
29080,3/31/2018,602451,1124,146,10288
29081,4/6/2016,918398,1228,123,15395
29082,4/21/2018,654390,1167,105,41328
29083,7/13/2016,356375,1372,122,16854
29084,1/13/2017,406013,1955,108,34825
29085,11/29/2016,305631,1062,121,16116
29086,10/15/2015,728987,1763,139,38801
29087,2/25/2018,429549,1465,121,31978
29088,4/15/2018,331784,1323,148,39777
29089,1/3/2017,121036,1230,119,25461
29090,3/5/2017,843318,1457,131,45302
29091,6/15/2017,670106,1086,115,40411
29092,7/31/2018,255613,1936,126,4847
29093,5/25/2018,668731,1287,132,34316
29094,8/13/2018,650790,1326,117,42470
29095,1/6/2017,958790,1577,108,15071
29096,1/11/2017,603220,1584,138,9433
29097,8/24/2018,631512,1387,136,41627
29098,6/5/2018,866544,1901,143,26247
29099,6/8/2017,510100,1370,126,44213
29100,6/25/2016,349398,1538,150,9752
29101,3/20/2016,372516,1121,132,27012
29102,5/13/2016,948901,1510,116,29229
29103,3/2/2018,545030,1814,113,33174
29104,10/24/2017,775907,1667,138,6885
29105,9/9/2018,582112,1662,136,525
29106,4/12/2016,182918,1385,107,47284
29107,1/6/2017,750695,1608,114,15472
29108,2/14/2016,871907,1747,103,39836
29109,4/14/2016,213532,1911,140,4930
29110,5/13/2017,260830,1908,127,6682
29111,10/30/2015,687565,1966,144,45666
29112,12/8/2016,360030,1104,118,346
29113,4/2/2016,130907,1694,105,39392
29114,2/14/2017,999150,1968,129,32575
29115,5/13/2018,266032,1925,128,33508
29116,10/1/2017,922776,1197,105,32293
29117,2/21/2018,650581,1014,137,37018
29118,8/30/2017,418507,1439,104,17895
29119,6/29/2017,762246,1765,135,27376
29120,7/20/2016,175539,1679,102,2320
29121,2/21/2017,439362,1283,114,38876
29122,7/26/2016,899982,1346,125,26530
29123,8/16/2016,546587,1329,124,8229
29124,10/22/2017,161106,1458,115,19688
29125,11/7/2016,483467,1709,107,535
29126,10/21/2017,625005,1197,135,36267
29127,11/11/2015,635459,1328,136,37320
29128,1/19/2018,443400,1913,140,1637
29129,10/21/2017,420969,1615,132,45801
29130,4/28/2018,606593,1575,118,12885
29131,7/3/2016,732951,1115,121,8969
29132,4/27/2017,717281,1994,107,19011
29133,10/10/2016,638782,1278,150,40055
29134,8/27/2018,290970,1835,102,4279
29135,12/2/2017,826878,1557,135,48707
29136,9/21/2017,126267,1153,139,8473
29137,5/16/2018,613437,1178,112,28869
29138,9/26/2016,893410,1583,138,11261
29139,3/5/2018,904762,1118,114,6928
29140,1/7/2018,693478,1024,105,27649
29141,7/16/2017,363810,1210,137,14080
29142,2/29/2016,879256,1942,144,46930
29143,9/5/2018,758806,1384,110,19558
29144,9/10/2017,586640,1041,113,11939
29145,11/27/2016,322368,1388,142,11215
29146,8/3/2016,771450,1957,116,38667
29147,1/26/2017,758447,1291,135,22636
29148,11/4/2016,696782,1222,142,25047
29149,9/10/2016,458147,1211,149,40100
29150,9/3/2017,136605,1818,125,17983
29151,8/19/2016,150907,1342,113,21089
29152,5/15/2016,606489,1351,112,27085
29153,4/30/2017,680390,1832,144,47627
29154,12/19/2015,403042,1890,137,10477
29155,10/24/2016,764687,1600,141,7665
29156,11/6/2015,238289,1871,116,3065
29157,1/10/2017,434496,1679,131,28991
29158,1/8/2016,465419,1519,116,38997
29159,4/20/2018,179360,1373,140,8412
29160,11/1/2016,297813,1072,101,9427
29161,11/25/2015,265758,1536,130,39373
29162,2/9/2018,951592,1988,104,4391
29163,3/11/2018,707501,1134,109,3015
29164,5/4/2016,997930,1270,118,37429
29165,10/18/2016,658972,1917,146,12571
29166,3/28/2016,996725,1040,117,1239
29167,1/4/2018,736657,1086,122,2590
29168,2/4/2016,370117,1704,139,16372
29169,8/5/2017,357738,1931,120,48513
29170,3/28/2017,790269,1129,122,5084
29171,9/24/2018,737009,1272,143,39161
29172,12/1/2016,640466,1996,113,34545
29173,6/26/2017,959022,1465,119,5185
29174,5/2/2016,550266,1802,150,28903
29175,3/5/2017,170972,1401,138,27419
29176,12/8/2016,252039,1301,144,3532
29177,1/4/2018,329903,1170,125,44022
29178,10/11/2017,340752,1817,146,48460
29179,4/6/2017,260977,1680,138,47488
29180,5/10/2018,953108,1854,150,23615
29181,1/24/2016,976976,1481,108,6631
29182,5/9/2018,955293,1044,129,10855
29183,11/18/2017,860478,1341,117,21070
29184,8/4/2018,777338,1642,118,201
29185,12/16/2016,211355,1412,113,11369
29186,9/23/2018,597712,1331,146,16266
29187,4/21/2017,440977,1527,140,30235
29188,12/11/2017,686112,1308,105,41369
29189,9/29/2017,605597,1513,117,7943
29190,12/22/2016,408794,1649,129,9325
29191,6/20/2018,153552,1073,126,30949
29192,2/27/2018,117458,1758,135,24005
29193,4/5/2018,137702,1980,138,21761
29194,1/25/2016,405157,1684,124,3653
29195,6/27/2016,102379,1433,132,2711
29196,9/7/2018,844089,1129,123,47979
29197,5/19/2017,613674,1543,145,38132
29198,3/10/2016,947797,1889,121,37765
29199,11/12/2017,889298,1636,106,21130
29200,8/22/2018,620149,1725,127,46444
29201,5/3/2016,648660,1297,150,33591
29202,3/5/2018,424573,1868,122,47872
29203,12/30/2017,605076,1943,136,6108
29204,4/20/2016,111455,1104,134,42010
29205,2/3/2018,180611,1906,120,44062
29206,6/22/2017,597707,1376,103,4671
29207,12/9/2017,512440,1357,139,5638
29208,1/1/2018,718372,1300,115,32706
29209,10/9/2016,543763,1554,147,1869
29210,4/18/2017,284546,1814,135,5881
29211,10/10/2016,657620,1695,131,31155
29212,7/19/2018,186473,1499,134,39475
29213,7/7/2016,891516,1360,118,26336
29214,8/12/2016,934188,1366,144,25833
29215,5/11/2017,456451,1570,126,9058
29216,9/26/2018,961621,1389,116,8746
29217,12/6/2015,467611,1082,108,29107
29218,11/7/2017,410653,1976,120,7910
29219,12/15/2015,832598,1678,107,14544
29220,5/16/2018,781872,1223,108,2010
29221,7/8/2017,233210,1090,110,49701
29222,1/15/2018,583256,1526,107,1191
29223,8/3/2018,899260,1848,105,33118
29224,1/17/2018,394401,1619,127,30247
29225,7/9/2016,312173,1412,124,17078
29226,5/29/2016,620430,1583,138,46572
29227,11/16/2016,816855,1492,126,22032
29228,11/20/2015,172237,1319,128,32268
29229,12/16/2015,281760,1147,101,45267
29230,4/3/2016,351767,1118,108,18678
29231,2/27/2016,450404,1404,141,18596
29232,12/17/2015,826414,1490,145,32332
29233,4/29/2018,817355,1190,106,41045
29234,7/21/2017,333554,1443,136,14124
29235,3/30/2018,929924,1126,145,25462
29236,2/16/2018,173804,1441,146,6104
29237,11/2/2015,209473,1769,145,49603
29238,11/27/2017,445654,1932,108,2918
29239,11/11/2016,300363,1062,104,2032
29240,12/25/2015,374181,1409,101,7253
29241,8/30/2016,686299,1007,130,37029
29242,11/22/2016,876517,1954,109,48464
29243,11/20/2015,181882,1994,126,32225
29244,11/10/2015,268010,1832,145,47823
29245,4/7/2018,562254,1971,113,31538
29246,11/21/2017,892863,1214,105,13969
29247,12/5/2016,415304,1235,138,40681
29248,12/14/2015,197991,1755,102,26087
29249,6/19/2016,229132,1080,102,5894
29250,12/2/2016,494566,1124,136,44744
29251,11/6/2016,168776,1565,102,20872
29252,1/24/2018,319100,1395,114,20614
29253,4/30/2018,670936,1510,107,35602
29254,8/1/2016,782157,1398,131,2413
29255,3/20/2016,556342,1901,143,8520
29256,1/8/2018,404529,1653,111,39916
29257,5/9/2016,599480,1346,118,25878
29258,3/12/2016,992455,1660,145,12293
29259,8/7/2016,541446,1550,130,13882
29260,6/28/2017,479123,1980,143,33857
29261,4/14/2018,745486,1238,115,41893
29262,12/6/2016,449177,1597,144,10670
29263,5/21/2016,532941,1159,118,23386
29264,10/2/2017,135570,1515,101,30152
29265,4/25/2016,638887,1739,110,32070
29266,10/6/2016,694293,1103,136,10005
29267,3/15/2016,783962,1054,146,32076
29268,5/11/2017,448389,1324,103,33169
29269,4/19/2017,977086,1920,150,21043
29270,2/10/2017,237701,1164,108,28692
29271,12/21/2015,107545,1393,137,10769
29272,1/8/2016,747230,1677,133,3637
29273,12/13/2017,999074,1453,143,41665
29274,6/28/2017,342897,1896,129,13298
29275,12/1/2015,363946,1537,121,39203
29276,6/20/2018,373080,1410,126,34575
29277,1/24/2017,419980,1996,111,36904
29278,9/16/2017,973776,1227,149,22446
29279,11/24/2016,360111,1420,101,11770
29280,7/6/2018,512147,1117,136,9694
29281,10/1/2017,144734,1956,125,6725
29282,1/30/2017,684629,1667,119,23067
29283,11/12/2017,946679,1488,140,38782
29284,12/9/2016,875891,1050,129,42687
29285,6/30/2017,179557,1419,147,16288
29286,3/3/2018,852632,1091,110,32733
29287,3/20/2018,406504,1380,133,42263
29288,7/25/2016,790202,1363,110,47980
29289,2/10/2017,137039,1313,130,23431
29290,9/21/2016,778207,1846,102,10385
29291,7/7/2018,833482,1749,129,11228
29292,8/1/2016,230978,1168,103,37210
29293,8/11/2018,773428,1532,148,29649
29294,5/9/2017,756140,1093,114,36799
29295,7/18/2017,205034,1410,128,35176
29296,1/26/2016,711565,1065,117,27534
29297,2/2/2017,902916,1277,110,39859
29298,9/11/2017,752861,1584,103,38922
29299,11/13/2017,332589,1874,109,3942
29300,4/13/2017,277839,1478,124,36507
29301,11/13/2016,658621,1118,141,1401
29302,6/19/2017,919661,1337,124,4331
29303,2/26/2016,180358,1153,147,30365
29304,4/10/2018,910173,1446,134,20491
29305,11/30/2015,565496,1080,145,1588
29306,8/9/2016,731609,1161,120,4628
29307,10/19/2017,898747,1660,130,37078
29308,5/8/2017,352117,1344,129,26054
29309,10/5/2017,124502,1708,135,22357
29310,12/27/2017,728981,1362,111,25954
29311,11/16/2016,524787,1864,141,24197
29312,7/19/2016,595348,1464,102,21274
29313,1/12/2018,222876,1082,122,11204
29314,12/31/2017,384697,1658,101,16407
29315,1/1/2018,964082,1530,118,28710
29316,1/17/2016,966734,1954,109,43024
29317,9/6/2017,329950,1430,111,6635
29318,2/14/2017,812761,1384,112,35791
29319,7/9/2018,227359,1716,122,5945
29320,5/20/2016,763066,1732,103,18261
29321,5/24/2017,376354,1525,126,18727
29322,9/17/2018,703025,1923,149,14588
29323,1/23/2018,930617,1122,111,44574
29324,3/14/2016,696657,1906,105,12497
29325,4/23/2018,261623,1651,107,12567
29326,1/16/2017,394663,1549,136,45654
29327,6/22/2016,622379,1295,119,10288
29328,6/15/2018,525035,1049,122,33087
29329,2/18/2018,178008,1253,118,30658
29330,7/5/2018,407108,1764,113,21638
29331,7/19/2018,656051,1681,133,48922
29332,11/12/2015,953958,1665,107,12826
29333,2/9/2016,843518,1773,148,4991
29334,10/16/2016,743472,1102,101,39837
29335,5/21/2016,198203,1262,113,44070
29336,10/20/2016,222090,1386,114,21801
29337,6/24/2017,918463,1039,149,7163
29338,4/18/2017,443784,1286,114,9540
29339,8/19/2018,641332,1957,125,30162
29340,9/3/2018,107309,1690,110,39433
29341,5/23/2016,570311,1272,113,36344
29342,7/1/2017,831596,1349,115,23745
29343,1/18/2016,732814,1180,138,32931
29344,11/25/2017,403927,1910,103,19084
29345,6/18/2016,857364,1823,111,47611
29346,6/20/2016,346585,1579,143,45782
29347,9/7/2016,212847,1471,122,2219
29348,4/8/2017,668956,1365,127,41071
29349,8/28/2016,559886,1517,123,36473
29350,1/24/2017,679356,1093,134,29886
29351,8/3/2018,292002,1212,117,49208
29352,12/7/2015,918401,1189,127,41271
29353,12/5/2015,241357,1844,114,30767
29354,9/23/2017,605703,1983,118,2245
29355,2/12/2018,946793,1387,149,29364
29356,9/24/2016,284069,1316,132,36404
29357,1/3/2016,901469,1199,105,34146
29358,10/31/2016,480139,1753,118,29458
29359,6/5/2017,153641,1452,150,203
29360,4/10/2018,917671,1642,124,29232
29361,2/16/2018,448788,1996,143,20733
29362,4/12/2018,923132,1012,135,23790
29363,4/15/2017,504749,1766,113,9500
29364,8/31/2017,384701,1520,137,18748
29365,3/9/2016,349703,1305,134,24024
29366,10/25/2016,867680,1663,139,38099
29367,1/19/2017,609095,1462,111,26503
29368,2/27/2018,243893,1263,144,46889
29369,9/12/2018,445150,1565,131,41145
29370,10/14/2016,108019,1380,145,16253
29371,7/6/2017,267362,1916,135,48762
29372,5/9/2018,997431,1571,131,37262
29373,1/29/2018,171290,1261,122,37415
29374,4/12/2017,177705,1257,105,16508
29375,1/10/2018,809373,1059,142,22368
29376,6/11/2017,902247,1899,118,37234
29377,12/30/2016,203444,1649,147,1580
29378,12/2/2016,183708,1058,142,43905
29379,4/22/2018,373370,1964,114,46832
29380,7/16/2018,684481,1227,141,19122
29381,6/10/2018,463443,1374,149,45360
29382,12/29/2016,183396,1414,144,45854
29383,9/22/2018,664290,1937,139,34651
29384,12/5/2015,450499,1065,140,27600
29385,10/5/2015,819372,1158,124,40256
29386,8/17/2018,134640,1882,115,25340
29387,5/3/2018,278891,1904,102,20951
29388,12/2/2017,438329,1660,121,6188
29389,8/7/2016,296964,1836,111,36723
29390,1/14/2016,670678,1302,122,4461
29391,1/7/2018,912723,1378,133,7896
29392,7/24/2018,212444,1940,145,12416
29393,11/19/2016,492245,1912,149,279
29394,4/10/2018,476529,1102,148,37169
29395,3/2/2017,486042,1003,110,14435
29396,7/30/2017,601755,1862,131,2952
29397,10/31/2016,470913,1578,122,49089
29398,11/20/2015,260323,1153,123,11572
29399,10/1/2016,727165,1351,132,45238
29400,3/7/2018,727599,1685,128,35005
29401,3/2/2016,356223,1045,139,25419
29402,12/17/2015,433883,1228,111,6217
29403,9/27/2017,497091,1828,118,36232
29404,8/16/2018,680627,1227,106,19300
29405,7/7/2018,202564,1057,109,32516
29406,8/22/2016,222447,1401,145,46617
29407,3/10/2016,215407,1067,148,40219
29408,9/2/2018,410775,1891,113,6207
29409,11/3/2017,417216,1159,125,34030
29410,2/18/2018,316928,1838,120,48698
29411,3/22/2017,849660,1826,115,36734
29412,4/29/2018,454457,1836,117,39592
29413,9/29/2018,739855,1008,131,31168
29414,10/26/2017,795218,1864,127,35458
29415,4/13/2017,130533,1050,150,11565
29416,11/29/2017,362108,1624,149,7251
29417,7/12/2016,679584,1083,119,19025
29418,12/5/2017,107141,1603,134,39651
29419,5/11/2017,526170,1574,116,8981
29420,4/18/2017,508325,1942,126,17423
29421,9/17/2018,870767,1539,130,8438
29422,2/23/2016,942401,1133,136,4316
29423,2/20/2016,757075,1605,130,9434
29424,3/21/2016,312404,1647,103,33591
29425,3/29/2018,903325,1574,124,4535
29426,5/2/2017,952641,1277,119,27888
29427,6/14/2017,456426,1314,110,17558
29428,9/14/2018,538755,1558,120,48991
29429,7/6/2016,942691,1675,109,21871
29430,2/4/2018,101596,1095,132,29128
29431,1/5/2017,804735,1951,127,31486
29432,12/20/2016,800885,1233,118,30155
29433,3/1/2017,510660,1020,122,43835
29434,3/18/2018,332418,1400,131,49036
29435,12/18/2015,435049,1984,132,19429
29436,3/29/2016,268988,1445,133,33539
29437,10/28/2017,436000,1712,108,41831
29438,9/30/2018,677269,1635,130,48045
29439,9/4/2016,993478,1497,115,8778
29440,7/16/2017,905936,1847,102,44407
29441,8/28/2018,550226,1851,130,9423
29442,10/8/2016,198521,1234,133,16488
29443,6/6/2017,863328,1417,130,24712
29444,11/9/2017,113277,1662,135,3516
29445,5/26/2016,701648,1949,112,23031
29446,3/15/2018,987361,1935,135,16267
29447,8/5/2018,843123,1452,141,48608
29448,12/23/2015,353526,1046,118,19669
29449,9/20/2018,955164,1060,102,2935
29450,2/9/2017,445754,1101,118,37675
29451,2/10/2017,431047,1812,133,29323
29452,1/4/2016,491874,1989,132,6536
29453,6/9/2018,734195,1009,127,6684
29454,2/27/2018,794518,1835,105,43496
29455,11/17/2017,128141,1887,132,16881
29456,8/17/2018,448524,1270,116,7770
29457,7/2/2017,135342,1018,137,47510
29458,2/14/2016,116097,1662,118,2073
29459,9/20/2016,683441,1834,142,24481
29460,9/2/2018,951684,1400,134,44166
29461,1/11/2016,188291,1915,119,17595
29462,4/29/2018,845124,1626,137,44875
29463,2/12/2018,540281,1672,103,26682
29464,1/5/2018,177993,1290,109,37569
29465,10/18/2016,959889,1177,123,15247
29466,7/5/2017,798262,1039,141,37180
29467,5/27/2018,530544,1784,141,8546
29468,7/1/2017,118759,1158,138,35779
29469,2/11/2017,420000,1359,116,16931
29470,9/1/2018,108497,1597,109,27105
29471,3/13/2017,347297,1651,139,7200
29472,10/31/2017,761117,1401,122,7452
29473,3/16/2017,779776,1426,138,564
